support,itemsets,itemset_size
0.012430615276366195,"frozenset({'party=republican', 'state=Texas', 'label=half-true'})",3
0.010163396137909468,"frozenset({'party=republican', 'label=half-true', 'state=Unknown'})",3
0.01274333515753264,"frozenset({'party=republican', 'label=half-true', 'subject=economy'})",3
0.021421311859901492,"frozenset({'state=Unknown', 'party=unknown', 'label=half-true'})",3
0.010163396137909468,"frozenset({'label=half-true', 'subject=economy', 'subject=jobs'})",3
0.014150574622781643,"frozenset({'label=mostly-true', 'party=democrat', 'state=Illinois'})",3
0.011726995543741693,"frozenset({'label=mostly-true', 'party=democrat', 'subject=economy'})",3
0.011648815573450082,"frozenset({'party=republican', 'label=mostly-true', 'state=Florida'})",3
0.01860683292940349,"frozenset({'state=Unknown', 'label=mostly-true', 'party=unknown'})",3
0.0242357907903995,"frozenset({'state=Unknown', 'party=unknown', 'label=pants-fire'})",3
0.010319756078492691,"frozenset({'label=true', 'party=democrat', 'state=Illinois'})",3
0.016026893909780314,"frozenset({'state=Unknown', 'label=true', 'party=unknown'})",3
0.013212414979282308,"frozenset({'party=democrat', 'subject=economy', 'subject=jobs'})",3
0.01821593307794543,"frozenset({'party=republican', 'subject=economy', 'subject=jobs'})",3
0.015010554295989367,"frozenset({'state=Unknown', 'party=unknown', 'subject=health-care'})",3
0.011805175514033305,"frozenset({'state=Unknown', 'party=unknown', 'subject=pundits'})",3
